customer_id,age,gender,region,education_level,employment_type,annual_income,loan_amount,loan_purpose,credit_score,repayment_history,transaction_count,spending_ratio,join_date,default_flag
CUST1204,,Male,South,Post-Graduate,Salaried,526876.6045183596,181206.67528173313,Business,584.1550027910564,0,86,34.93,2018-05-06,0
CUST1205,50.0,Male,North,Post-Graduate,Salaried,355704.64729156357,502079.68213309254,Home,631.4844848629899,0,179,15.1,2020-07-29,0
CUST1206,68.0,Male,South,Secondary,Salaried,396162.8172789926,179365.73744688462,Business,699.1561919603138,0,33,17.97,2018-09-10,0
CUST1207,59.0,Male,South,Primary,Salaried,99439.70558624103,527430.8958403926,Education,756.3363127554171,0,45,20.87,2023-02-12,0
CUST1208,61.0,Female,North,Secondary,Self-Employed,387290.8181040345,106178.39520111887,Education,700.3147520166805,3,92,7.14,2023-05-28,0
CUST1209,41.0,Male,East,Secondary,Salaried,791449.6805161929,54474.67852274671,Education,706.2279348752884,3,52,16.79,2022-10-01,0
CUST1210,32.0,Male,West,Post-Graduate,Salaried,302900.14225542394,503298.1528460623,Home,750.3445203334833,2,118,8.82,2018-07-16,0
CUST1211,49.0,Male,South,Primary,Self-Employed,456578.45257336873,241328.3577050794,Car,,3,26,15.74,2022-07-16,0
CUST1212,49.0,Female,East,Graduate,Salaried,281089.82973024785,569764.4602445582,Business,783.9858320805831,1,103,14.19,2019-02-17,0
CUST1213,41.0,Male,North,Primary,Salaried,549225.8420604886,714459.4465956013,Home,537.1046882752415,1,21,12.77,2022-01-19,0
CUST1214,,Male,South,Post-Graduate,Salaried,388514.6205745698,33779.99126178313,Car,686.8640538727514,2,90,22.5,2020-02-15,0
CUST1215,69.0,Female,North,Secondary,Unemployed,251816.28569123312,193771.91645048725,Home,743.8761105092661,1,137,17.27,2020-12-13,0
CUST1216,66.0,Female,East,Graduate,Self-Employed,984147.3203186386,137486.72734339617,Education,798.9850711714869,0,65,9.68,2022-07-29,0
CUST1217,66.0,Female,West,Secondary,Self-Employed,,265780.23394138226,Car,,1,93,9.51,2021-09-24,0
CUST1218,69.0,Female,East,Graduate,,307753.9692608873,414474.1492676581,Car,619.8569591497684,1,138,25.03,2021-10-14,0
CUST1219,29.0,Male,North,Secondary,Self-Employed,596403.6522323499,102331.03688876505,Home,629.1090992094162,0,85,16.14,2021-03-20,0
CUST1220,,Female,South,Primary,Salaried,610752.5728339152,223432.62454707868,Other,631.0677767349409,2,99,8.07,2021-01-28,0
CUST1221,19.0,,South,Post-Graduate,Salaried,,328374.93285391346,Home,701.5263216875426,3,149,13.35,2018-08-22,0
CUST1222,20.0,,South,Post-Graduate,Salaried,160082.80032719905,56092.07013520649,Education,,2,63,15.2,2022-04-17,0
CUST1223,,Female,West,Graduate,Salaried,809331.5383360971,12072077.39139104,Car,466.8736484448816,5,171,8.87,2020-12-21,0
CUST1224,54.0,Female,West,Graduate,Salaried,314324.3275913921,252920.64514923454,Business,597.5197690250094,3,58,11.96,2023-05-19,0
CUST1225,66.0,Male,East,Graduate,Salaried,356932.95426141686,766630.8866510591,Home,648.902561493661,2,130,26.02,2018-07-15,0
CUST1226,34.0,Male,South,Primary,Salaried,2153767.196754112,123700.48491837793,Business,584.626225705492,5,169,57.1,2019-06-26,0
CUST1227,66.0,Male,North,Secondary,Salaried,530260.6878297229,48613.1930684398,Car,595.0529386336439,1,52,19.13,2022-11-14,0
CUST1228,19.0,Other,North,Secondary,Self-Employed,350882.4390034201,196558.71345591755,Car,823.5679441343486,1,72,8.35,2021-02-03,0
CUST1229,19.0,Female,South,Graduate,Salaried,117809.40389543035,42429.42395393312,Education,679.3964674084922,0,111,14.75,2018-10-22,0
CUST1230,45.0,Male,South,Secondary,Self-Employed,,892724.6477214241,Business,652.9719703435055,1,82,17.48,2019-10-07,0
CUST1231,40.0,Male,East,Primary,Salaried,197377.65391358428,29863.274184933678,Education,726.7140399407759,2,81,24.37,2022-01-14,0
CUST1232,54.0,Male,East,Graduate,Self-Employed,242301.15119321804,370102.2779044401,Business,760.2248595855269,0,31,24.66,2022-04-07,0
CUST1233,49.0,Female,North,Graduate,Salaried,362648.24468966405,206164.0183058593,Home,836.8430965118561,3,92,32.53,2018-06-05,0
CUST1234,50.0,Female,South,Secondary,Salaried,1034932.8206807359,134962.10311243043,Other,799.3761112621075,2,159,16.43,2019-02-10,0
CUST1235,18.0,Male,North,Primary,Salaried,703585.0135878995,37027.46657038022,Home,710.4366180737503,0,76,16.59,2020-06-14,0
CUST1236,36.0,Male,North,Secondary,Self-Employed,402438.4698012153,263325.69480967254,Education,572.7034469759756,1,51,6.4,2019-12-27,0
CUST1237,19.0,Female,West,Secondary,Self-Employed,532306.7703787034,240001.95348283893,Car,609.8262333015107,0,107,9.91,2020-01-08,0
CUST1238,,Female,North,Secondary,Salaried,308589.92911632103,102432.89705437639,Car,651.8699087327631,3,25,8.32,2020-03-07,0
CUST1239,43.0,Male,South,Graduate,Salaried,481081.6156207282,622602.9991728315,Home,715.4594243548579,1,119,10.8,2022-09-03,0
CUST1240,49.0,Male,North,Graduate,Self-Employed,,110640.92191675778,Car,686.6021564894902,2,61,9.24,2019-07-08,0
CUST1241,23.0,Male,West,Graduate,Self-Employed,,169334.4679680677,Home,576.8881282995086,0,109,9.56,2022-05-15,0
CUST1242,,Male,South,Secondary,Salaried,790409.8389980408,216185.41877543353,Car,564.3774280630638,2,99,28.35,2019-01-10,0
CUST1243,21.0,Male,North,Graduate,Salaried,595041.4996005681,46404.5478178579,Home,698.1305637508618,3,174,6.29,2022-06-01,0
CUST1244,28.0,Male,South,Secondary,Salaried,355966.34379821585,692657.1575004221,Car,688.4028385244594,2,114,14.89,2019-03-31,0
CUST1245,34.0,Female,East,Secondary,Self-Employed,690446.2292699207,137315.43710726016,Home,665.3086192671943,0,31,25.33,2018-07-21,0
CUST1246,,Male,West,Graduate,Salaried,418661.88674982515,41057.23485617577,Home,713.8048237828065,0,132,14.14,2022-10-22,0
CUST1247,41.0,Female,North,Secondary,Unemployed,231156.76108745948,142466.3634330432,Home,767.2768722626216,1,165,31.93,2022-01-15,0
CUST1248,22.0,Male,West,Primary,Salaried,347328.85700870946,249199.3069632605,Car,701.7048255666076,2,80,12.19,2021-04-25,0
CUST1249,69.0,Male,West,Graduate,Salaried,,200208.0608250551,Business,614.0844751641682,0,39,39.46,2022-06-20,0
CUST1250,51.0,Male,West,Secondary,Salaried,763852.1054828448,316485.7260918364,Other,814.0653744968963,1,102,7.51,2020-05-03,0
CUST1251,23.0,Male,East,Graduate,Unemployed,396282.68901411805,34270.647667214056,Home,667.6584062163663,3,148,31.96,2019-12-25,0
CUST1252,39.0,Female,East,Primary,Self-Employed,214160.44867894842,103707.60987222074,Education,683.4998343049268,0,40,10.52,2021-10-23,0
CUST1253,28.0,Other,South,Graduate,Salaried,457734.68734739616,447633.24125430983,Education,634.2439373171592,1,70,33.87,2018-12-06,0
CUST1254,65.0,Male,East,Secondary,Self-Employed,473578.8123118312,40816.51471667425,Car,604.7910515935703,2,60,13.01,2018-09-19,0
CUST1255,33.0,Male,South,Primary,Salaried,494598.9827434756,503594.6442043164,Education,610.490395249979,1,149,28.57,2023-02-08,0
CUST1256,50.0,Female,East,Graduate,Salaried,,44099.11772242962,Home,595.1044027052009,2,152,31.09,2023-05-02,0
CUST1257,26.0,Male,South,Secondary,Salaried,815334.668436884,469626.8688111778,Car,469.3041243843259,1,98,12.32,2022-06-01,0
CUST1258,23.0,Male,East,Secondary,Salaried,309735.3420722402,131879.93467443075,Car,,0,110,27.41,2019-06-27,0
CUST1259,33.0,Female,West,Primary,Salaried,305686.0656836597,256822.22685098147,Home,220.0,0,88,16.22,2019-07-05,0
CUST1260,46.0,Male,North,Primary,Unemployed,237015.48924047037,61480.32942658481,Education,611.0981296601311,2,140,7.91,2021-08-22,0
CUST1261,20.0,Male,West,Secondary,,672857.8730629679,37114.87532920174,Car,850.0,0,150,21.2,2023-02-13,0
CUST1262,,Male,South,Primary,Unemployed,1055254.011390531,80816.86008377095,Home,777.0464465096425,0,22,9.89,2022-10-16,0
CUST1263,53.0,,West,Post-Graduate,Salaried,366205.8343566312,54199.55727755259,Car,678.7243315870495,0,150,11.86,2019-09-30,0
CUST1264,36.0,Male,South,Primary,Self-Employed,,113639.14567643398,Business,602.2242724802102,1,129,10.52,2018-06-14,0
CUST1265,,Male,South,Secondary,Salaried,,200583.88480922047,Business,568.2031483104263,0,6,19.87,2020-01-28,0
CUST1266,20.0,,West,Primary,,599190.4133224094,242144.24721888968,Education,672.0421427367627,3,80,10.05,2019-09-13,0
CUST1267,36.0,Male,North,Secondary,Salaried,574779.3016485752,410004.9713288514,Car,684.7684452794159,1,142,8.91,2021-01-16,0
CUST1268,37.0,Female,West,Post-Graduate,Salaried,216522.5756300291,286952.80724356254,Car,665.692902011149,0,146,9.76,2021-05-08,0
CUST1269,49.0,Male,South,Secondary,,664796.8881079184,254607.45391013936,Car,754.852618420485,0,30,11.53,2021-07-18,1
CUST1270,24.0,Other,South,Post-Graduate,Salaried,88965742.22881153,152664.42455538767,Home,784.7957467368154,2,51,21.08,2018-02-20,0
CUST1271,69.0,Male,South,Secondary,Self-Employed,224041.7928010753,180522.48511381962,Car,713.0871724087466,2,34,25.91,2019-05-04,0
CUST1272,58.0,Male,South,Graduate,Salaried,,153831.16799151257,Car,716.8526181278186,3,60,25.72,2018-07-17,0
CUST1273,50.0,Male,South,Graduate,Salaried,311303.7385801375,481552.9054075601,Car,657.9111316465393,0,123,16.16,2020-11-12,0
CUST1274,57.0,Male,North,Graduate,Salaried,,85341.3379649437,Other,679.6557347453362,0,174,15.95,2019-10-27,0
CUST1275,56.0,,North,Graduate,Unemployed,186355.42554325442,21434.339688353513,Business,150.0,4,136,15.0,2021-05-31,0
CUST1276,35.0,Other,North,Graduate,Self-Employed,786454.2131905168,283400.0970219642,Home,657.8283286063709,3,143,20.53,2023-05-20,0
CUST1277,57.0,Male,West,Secondary,Salaried,870316.1163056585,76556.50670316779,Home,726.2593019559614,0,156,28.78,2021-05-29,0
CUST1278,18.0,Male,West,Secondary,Salaried,137529.6096088256,572080.5387704199,Home,606.0676999333548,2,169,15.25,2019-10-25,0
CUST1279,28.0,Female,South,Post-Graduate,Salaried,795777.3251360323,509831.00551946607,Education,628.7458400290121,3,134,21.46,2018-09-23,1
CUST1280,45.0,Female,East,Secondary,Unemployed,272034.13183879055,39957.67910020764,Education,606.716083255935,1,144,8.84,2018-03-14,0
CUST1281,42.0,Male,South,Secondary,Self-Employed,739837.112116867,48121.0140426016,Other,633.1964520217174,1,25,25.19,2023-03-20,0
CUST1282,67.0,Male,East,Graduate,Salaried,424612.4308347673,190884.1735185988,Car,659.8901042296998,2,72,18.32,2018-03-18,0
CUST1283,40.0,Male,West,Secondary,Salaried,,254904.3378011864,Business,752.0363795681127,2,130,9.81,2019-06-28,0
CUST1284,48.0,Male,West,Post-Graduate,Salaried,395909.6906630809,100364.30026505419,Car,682.9002527369895,0,47,28.07,2020-05-30,0
CUST1285,47.0,Male,South,Graduate,,915547.496862468,335398.463673213,Business,590.098458775044,0,104,8.84,2019-03-11,0
CUST1286,59.0,Male,East,Graduate,Salaried,210290.92171197114,245915.2194037396,Education,581.8627672931841,0,127,5.27,2023-05-15,0
CUST1287,52.0,Male,North,Graduate,Self-Employed,637114.2043897611,118195.51097597685,Education,650.8801729757685,2,97,25.11,2020-12-24,0
CUST1288,24.0,Female,West,Primary,Salaried,856661.4673415195,26424.723491265777,Car,738.4080720984529,1,144,19.94,2023-06-08,0
CUST1289,,Male,North,Secondary,,679970.061056024,366723.91676553735,Education,778.2083861356248,0,133,8.98,2018-12-23,0
CUST1290,43.0,Male,East,Secondary,Self-Employed,1784804.3308110167,80439.45223210266,Car,568.6464502144665,1,165,19.64,2020-07-24,0
CUST1291,65.0,Male,East,Secondary,Self-Employed,322104.7049638439,469656.36174398137,Home,706.0646725129042,2,120,29.52,2018-01-18,0
CUST1292,69.0,Male,East,Graduate,Self-Employed,785741.3087858381,156306.93726928934,Home,651.8689276966852,0,119,18.74,2019-11-07,0
CUST1293,66.0,Male,North,Post-Graduate,Self-Employed,415129.42530428316,235141.5490511694,Car,657.3045450553539,3,146,55.66,2022-12-28,0
CUST1294,19.0,Male,West,Secondary,Salaried,927310.4127317537,535791.1441051427,Car,605.503068476333,3,123,10.75,2022-05-09,0
CUST1295,18.0,Male,North,Secondary,Salaried,440377.06400883466,518083.04405938904,Home,664.5955726782963,4,97,5.38,2019-07-29,0
CUST1296,65.0,Male,East,Post-Graduate,Salaried,350555.5745771519,136112.59935228832,Home,602.3574378079127,0,146,8.12,2022-11-28,1
CUST1297,29.0,Male,North,Secondary,Unemployed,968635.1737704745,78579.21418712827,Home,661.3904353560953,0,13,5.22,2020-01-21,0
CUST1298,22.0,Male,South,Secondary,Salaried,,393076.08049272746,Car,760.3780489809178,2,77,47.92,2021-12-30,1
CUST1299,54.0,Female,South,Secondary,Self-Employed,189541.74029517846,161884.35945520498,Home,724.1866263992557,2,30,16.4,2020-09-22,0
CUST1300,,Male,South,Post-Graduate,Self-Employed,324451.6709368535,73311.2985095337,Home,813.9626127482285,0,110,43.36,2022-01-04,0
CUST1301,26.0,Female,North,Graduate,Salaried,641407.1848182714,606961.8952665074,Home,716.8450060791398,1,149,13.77,2020-10-29,0
CUST1302,58.0,Male,North,Graduate,Salaried,1019908.2711304857,75194.14939051028,Home,692.2162648647766,1,72,10.46,2022-02-02,0
CUST1303,52.0,,South,Graduate,Salaried,472918.1580751769,26536.503916282007,Business,718.702692525867,3,114,6.92,2019-09-24,0
CUST1304,36.0,Male,East,Secondary,Salaried,975707.609752411,25122.10891293696,Home,,1,135,13.49,2021-10-03,0
CUST1305,65.0,Male,West,Secondary,Salaried,195848.1801740675,263423.92697469017,Education,533.9780155867479,1,29,25.08,2022-06-14,0
CUST1306,33.0,Female,North,Graduate,Salaried,,290937.12162117125,Car,,2,25,14.7,2019-01-07,0
CUST1307,20.0,Female,South,Secondary,,,113143.63490911345,Other,554.3269640684052,0,144,7.4,2020-08-27,0
CUST1308,37.0,Female,North,Graduate,Unemployed,413025.38854010944,10981167.348172864,Home,758.5120738708307,2,58,22.8,2023-01-22,0
CUST1309,,Male,North,Post-Graduate,Salaried,465308.83851205994,123687.23560882712,Home,732.5569620339271,1,5,25.01,2021-04-13,0
CUST1310,50.0,Male,East,Graduate,Salaried,669674.1799043011,304982.46614751004,Home,620.5335198002692,1,132,12.62,2022-03-19,0
CUST1311,41.0,Male,East,Graduate,Salaried,338783.28244086704,34973.010795926115,Home,649.4737235814416,2,5,11.85,2021-02-27,0
CUST1312,69.0,Male,North,Graduate,Self-Employed,480901.2430829604,681678.8791235116,Education,679.1922975713106,1,177,7.0,2022-05-09,0
CUST1313,28.0,Male,North,Graduate,,430596.29767111514,82924.67544030509,Home,615.4480077805764,1,178,22.51,2021-08-09,0
CUST1314,66.0,Male,North,Secondary,Salaried,253841.683322247,2026544.5589452554,Home,717.836413254428,0,139,13.05,2022-09-16,0
CUST1315,25.0,Male,West,Primary,Salaried,413246.6819744672,67041.45847637538,Business,724.0068847107535,0,14,4.31,2023-05-05,0
CUST1316,53.0,Male,West,Secondary,Self-Employed,405876.5312298787,389105.6008990976,Car,578.9926991897283,1,147,7.83,2018-12-19,0
CUST1317,55.0,Female,North,Graduate,,400693.3341600818,83211.50386788131,Home,622.382369501914,3,44,21.78,2018-08-12,0
CUST1318,57.0,Other,North,Secondary,Salaried,450924.71429873165,41075.61734241396,Home,677.4235207818881,0,143,13.86,2022-03-28,0
CUST1319,37.0,Female,West,Graduate,Self-Employed,462963.7907876991,539727.0696737524,Home,,2,178,9.32,2020-08-11,0
CUST1320,52.0,Male,West,Secondary,Salaried,341336.09699153865,509308.2059052764,Other,725.659949695362,2,49,16.89,2022-09-27,0
CUST1321,,Male,South,Graduate,Salaried,949441.1623983618,149198.51338593854,Business,516.8357188931809,3,91,10.8,2022-11-18,0
CUST1322,42.0,Male,North,Secondary,Self-Employed,219325.3718618183,322998.00355336943,Business,659.560407559892,2,145,11.92,2022-03-13,0
CUST1323,52.0,Female,North,Graduate,Self-Employed,287051.79100304755,223583.588064306,Other,713.087153190241,1,31,14.37,2019-01-03,0
CUST1324,42.0,Male,South,Graduate,Salaried,2345427.332336872,499256.04758060933,Car,624.0028127782932,0,54,38.2,2022-08-17,0
CUST1325,46.0,Male,South,Secondary,Unemployed,237329.60373586707,114604.53777316134,Home,618.5811351221055,1,65,38.11,2022-06-02,0
CUST1326,35.0,Female,North,Secondary,Salaried,196368.2879418468,205412.3565449425,Car,627.7131721908188,2,17,6.14,2022-08-03,0
CUST1327,63.0,Male,South,Graduate,Self-Employed,687409.9011079111,186077.9226820963,Education,658.4416012436218,0,144,15.92,2022-03-04,0
CUST1328,35.0,Male,North,Secondary,Salaried,127226.98934110312,129202.50150905788,Business,611.4634605526505,4,161,7.96,2021-01-18,0
CUST1329,19.0,Male,East,Secondary,Self-Employed,384168.1606290849,575147.7600461334,Car,726.1951258809171,2,89,9.66,2019-10-18,0
CUST1330,52.0,Male,South,Post-Graduate,Unemployed,1603172.3693637971,65343.87850715127,Car,619.7508971621608,2,88,6.49,2023-05-27,0
CUST1331,33.0,Male,North,Graduate,Salaried,175087.03054913602,60485.25634110462,Other,220.0,3,24,10.66,2020-12-31,1
CUST1332,58.0,Male,South,Post-Graduate,Unemployed,134702.14796465109,235042.31457909668,Home,652.0915669979751,1,35,9.06,2019-03-09,0
CUST1333,53.0,Male,South,Secondary,Self-Employed,179960.25120098944,287866.69366561715,Business,783.5241587833308,3,12,27.46,2022-09-09,0
CUST1334,50.0,Male,West,Secondary,Self-Employed,758437.5501366137,74110.03434678339,Home,716.7695907943548,0,28,10.79,2021-10-03,0
CUST1335,21.0,Female,South,Graduate,Salaried,,143868.28721195084,Car,721.2204684115516,5,171,6.22,2021-07-10,0
CUST1336,50.0,Male,North,Graduate,,325281.656639229,752316.9160917328,Home,,1,37,16.42,2021-07-18,0
CUST1337,31.0,Male,East,Graduate,Self-Employed,666587.9996714254,90795.52735264805,Education,613.7113338826914,2,46,15.05,2019-05-24,1
CUST1338,,Male,North,Secondary,Salaried,,295926.8382108616,Car,,0,147,14.41,2019-05-23,0
CUST1339,65.0,,West,Secondary,Unemployed,1292912.325811332,356912.1010629857,Car,623.300284826263,0,164,22.31,2019-09-09,0
CUST1340,37.0,Male,South,Primary,Salaried,381626.9467713712,168610.10277350212,Business,756.4092001319707,1,143,30.45,2019-02-24,0
CUST1341,,,South,Secondary,Salaried,111203.48157075323,713251.1492142428,Education,700.6735711897944,0,98,14.31,2020-12-31,0
CUST1342,24.0,Female,North,Primary,Salaried,270349.9869540007,353574.2271353312,Education,563.288600811324,1,41,18.78,2018-03-15,0
CUST1343,20.0,Female,South,Primary,,342462.5141779093,173087.53391875263,Home,781.6857154869285,2,151,14.49,2022-08-06,0
CUST1344,34.0,Male,West,Post-Graduate,Self-Employed,378751.92642104515,230606.30545162328,Business,656.7633998222118,0,38,21.18,2022-03-07,0
CUST1345,50.0,Female,West,Secondary,Salaried,395254.1913809085,314912.295377891,Home,725.7364610164155,1,57,7.89,2019-07-28,0
CUST1346,65.0,Male,North,Graduate,Unemployed,865737.270533034,244238.58543815577,Home,753.6636558032493,2,144,22.39,2018-05-26,0
CUST1347,,Male,North,Graduate,Salaried,950417.8947007626,547367.1360592274,Home,500.65519215802374,1,100,18.94,2018-02-15,0
CUST1348,68.0,Male,West,Graduate,Salaried,399111.3811406494,130359.35405103928,Car,711.8218395095962,4,109,10.18,2022-10-31,1
CUST1349,39.0,Male,West,Secondary,Salaried,855200.245389514,109127.93219183647,Business,662.319675447011,3,52,49.61,2021-02-02,0
CUST1350,39.0,Female,North,Graduate,Salaried,548310.3950915235,80148.3830901528,Home,,3,44,8.33,2021-02-06,0
CUST1351,63.0,Male,South,Graduate,Unemployed,459872.05281334533,29628.812209733966,Car,,0,156,19.39,2021-09-02,0
CUST1352,47.0,Male,South,Graduate,Self-Employed,762171.2098443097,30991.61986608338,Business,648.1774020855548,1,92,10.19,2018-05-01,0
CUST1353,55.0,Female,West,Graduate,,,530161.3702644445,Education,739.1955963736979,1,47,21.96,2022-03-03,0
CUST1354,55.0,Female,North,Post-Graduate,Salaried,1520708.2013550682,303606.3577443738,Business,667.6633434991581,3,21,44.69,2020-12-02,0
CUST1355,62.0,Male,North,Graduate,Salaried,186643.05965714398,290094.20411815617,Home,690.3684920037372,3,106,24.23,2023-05-18,0
CUST1356,68.0,Male,East,Secondary,Salaried,324778.10053807485,258396.1579389144,Education,655.0710146012125,2,166,15.52,2018-04-09,0
CUST1357,25.0,Male,North,Graduate,Salaried,410072.25785689376,492981.946418147,Home,756.1532992014075,6,115,26.16,2019-12-07,0
CUST1358,44.0,Female,South,Primary,Salaried,575889.8071094233,183609.97944687464,Other,716.4721809629939,1,74,12.24,2018-11-07,0
CUST1359,44.0,Male,South,Graduate,Self-Employed,946736.6949402955,530846.5130613388,Car,691.39988372488,0,64,21.0,2021-05-22,0
CUST1360,51.0,Other,South,Primary,Salaried,435984.01536765194,131355.0829481414,Education,599.980689916262,0,81,17.18,2022-01-26,1
CUST1361,38.0,Male,South,Secondary,Self-Employed,188463.98569515132,673324.2634407253,Home,688.3887590591731,0,39,8.95,2022-10-31,0
CUST1362,47.0,Male,South,Graduate,Salaried,733445.3279069116,319876.51550665917,Home,,2,166,38.64,2019-02-27,0
CUST1363,50.0,Male,North,Graduate,Salaried,695909.7488285566,94324.41729522403,Home,735.668710054952,4,20,30.63,2021-11-13,0
CUST1364,45.0,Male,South,Secondary,,137982.86701579165,227576.9572798293,Car,628.246005145726,1,150,10.72,2022-09-17,0
CUST1365,64.0,Male,West,Secondary,Salaried,441404.7437480891,210372.86640341918,Home,809.6721923149378,0,42,27.46,2021-02-09,0
CUST1366,50.0,Female,East,Graduate,Self-Employed,170401.87581007017,57095.659755895475,Education,625.16244649799,2,175,9.13,2023-04-19,0
CUST1367,22.0,Male,North,Secondary,Self-Employed,296917.4228249452,243658.55023987163,Home,730.0012828497712,0,36,20.73,2023-02-26,0
CUST1368,65.0,Male,North,Graduate,Salaried,257381.48580103155,114505.88290091058,Business,676.7660118474115,0,11,16.84,2018-09-29,0
CUST1369,36.0,Female,North,Primary,Unemployed,718958.4302337507,33442.18547411972,Home,692.7490360418558,1,50,38.06,2020-04-04,0
CUST1370,21.0,Male,South,Graduate,Salaried,474538.53450970404,762302.5665467286,Home,695.318080271184,1,22,19.41,2021-01-30,0
CUST1371,52.0,,South,Graduate,,,276449.9386921363,Business,662.6702101511883,1,75,7.59,2018-07-29,0
CUST1372,66.0,Male,East,Secondary,Self-Employed,750158.335907589,543728.0125583857,Education,,1,44,27.38,2020-01-09,0
CUST1373,34.0,Male,North,Secondary,Salaried,187159.50602230133,301796.1582775319,Car,587.8216140805786,3,92,13.19,2020-03-03,0
CUST1374,61.0,Male,North,Secondary,Self-Employed,539322.1079549756,130396.29823002935,Home,601.2486678852624,1,82,12.89,2020-11-11,0
CUST1375,45.0,Male,South,Graduate,Self-Employed,271466.38496986555,199712.7130931354,Education,703.3774589494752,1,9,16.69,2020-01-30,0
CUST1376,47.0,Female,East,Graduate,Unemployed,355255.93433112686,301557.616154076,Car,,2,90,12.34,2018-06-08,0
CUST1377,,Male,North,Graduate,Salaried,598727.8593024379,826300.9838065954,Home,616.2993078081568,1,26,40.34,2023-03-30,0
CUST1378,63.0,Male,East,Secondary,Salaried,604930.9749036302,93146.67315599063,Education,850.0,1,78,24.6,2020-01-11,0
CUST1379,23.0,Male,North,Secondary,Self-Employed,986759.3254319866,539814.506878133,Car,,1,94,9.28,2023-05-08,0
CUST1380,52.0,Male,West,Primary,Salaried,,664511.5542404245,Home,720.6576866252396,0,83,11.43,2018-12-09,0
CUST1381,58.0,Female,West,Secondary,Salaried,,297480.6383071804,Other,,2,170,8.54,2021-11-24,0
CUST1382,54.0,Male,North,Graduate,Salaried,340223.3547197285,689380.1061992511,Business,623.130835125578,0,123,26.68,2022-01-17,0
CUST1383,,Male,North,Graduate,Salaried,493458.44496249896,22829217.046644397,Home,,2,133,15.9,2019-11-30,0
CUST1384,46.0,Other,South,Graduate,Salaried,575901.3333887705,784487.9768964463,Car,656.1764921734334,1,82,10.09,2021-03-12,0
CUST1385,66.0,Male,North,Secondary,Self-Employed,417071.9765523288,323323.08848888293,Home,,2,40,36.09,2023-02-17,1
CUST1386,63.0,Female,East,Post-Graduate,Self-Employed,,30728.380324889244,Business,729.9154291675401,0,99,21.17,2023-03-09,0
CUST1387,48.0,Male,West,Graduate,Salaried,539761.4371114182,613447.3300183689,Education,551.8764449253443,2,32,18.04,2019-02-01,0
CUST1388,52.0,Male,East,Post-Graduate,Salaried,,185641.30753321337,Home,830.3073017526847,3,102,17.62,2019-06-20,0
CUST1389,50.0,Male,West,Graduate,Salaried,294164.9414047444,174197.9625489779,Home,697.3617301679874,2,39,8.34,2018-05-21,0
CUST1390,69.0,Female,South,Secondary,,204713.71673249707,228946.61305820363,Home,,0,66,21.75,2020-08-18,0
CUST1391,38.0,Other,North,Primary,Salaried,1072526.3414791096,60448.78222064129,Car,691.0232356744202,1,91,13.34,2018-08-28,0
CUST1392,49.0,Male,East,Graduate,Self-Employed,594138.2447506837,178326.50395259517,Education,,0,178,25.41,2018-10-19,0
CUST1393,40.0,Male,South,Primary,Salaried,385598.28012312425,464652.4022924599,Home,611.9221932279722,2,112,22.64,2020-03-27,0
CUST1394,,Male,East,Secondary,Self-Employed,223637.1765563209,23900.891008821098,Home,,3,129,15.95,2018-03-23,0
CUST1395,20.0,Male,North,Graduate,Salaried,,99678.71516397383,Home,662.0459826726584,1,83,15.4,2019-07-14,0
CUST1396,35.0,Male,North,Graduate,Self-Employed,966613.7255068002,20614.400969966435,Home,827.1900983527925,1,129,37.69,2023-03-04,0
CUST1397,42.0,Other,West,Graduate,Salaried,480507.0428017822,154340.0211622541,Car,686.4865737050875,1,65,8.43,2020-05-19,0
CUST1398,,Male,North,Secondary,Self-Employed,317949.4731903601,345778.4627541997,Car,728.5722864150945,4,30,12.35,2018-06-20,0
CUST1399,48.0,Male,West,Secondary,Salaried,600677.5449901628,420828.95905420836,Education,745.6959997282033,1,167,29.03,2022-12-03,0
CUST1400,20.0,Male,West,Graduate,Self-Employed,271403.2734156607,745969.5654331677,Other,669.8670570008569,1,61,34.56,2020-09-03,0
CUST1401,57.0,Male,East,Post-Graduate,Self-Employed,1088711.9064137791,254445.3866081031,Other,598.7285987091063,0,136,15.35,2019-08-03,0
CUST1402,,Male,East,Graduate,Salaried,996177.0889751734,93467.58396394964,Car,568.0880821608687,1,46,11.59,2019-06-10,0
CUST1403,41.0,Male,South,Post-Graduate,Self-Employed,334387.42582185584,664742.633786103,Education,652.8783471433219,1,177,11.71,2019-06-26,0
CUST1404,67.0,Female,West,Graduate,Salaried,303397.11949915683,393264.80324395275,Other,760.0755419367363,2,171,8.03,2018-04-20,0
CUST1405,49.0,Male,North,Graduate,Salaried,91961.02093708212,233580.56688593258,Home,745.477450503474,0,26,44.74,2021-05-20,0
CUST1406,64.0,Male,South,Secondary,Salaried,181870.74784154148,317386.1941091263,Home,697.9466439618276,1,143,15.27,2022-12-05,0
CUST1407,39.0,Male,East,Graduate,Salaried,198058.58208364306,665298.2980443129,Home,707.2215031591096,1,169,20.75,2022-01-01,0
CUST1408,40.0,Female,South,Graduate,Self-Employed,479794.9982092865,331540.9725109629,Car,670.4222947687988,0,94,20.85,2018-11-18,0
CUST1409,19.0,Female,South,Graduate,Self-Employed,363763.7063099712,134864.65894242743,Business,646.2962604348402,1,62,34.53,2020-06-18,0
