TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
T00287,5/16/2024,Bread,Groceries,South,Offline,1,4215.53,4215.53,Cash,C4468
T00288,8/23/2024,Tablet,Electronics,North,Offline,7,2274.12,15918.84,Net Banking,C7107
T00289,2/22/2024,Mixer,Home & Kitchen,North,Online,7,4123.94,28867.58,Net Banking,C7716
T00290,1/4/2024,Eggs,Groceries,North,Online,6,3750.81,22504.86,Net Banking,C8094
T00291,2/4/2025,Jeans,Clothing,North,Online,8,1278.82,10230.56,Credit Card,C9392
T00292,1/4/2024,Shoes,Clothing,West,Online,7,1607.29,11251.03,UPI,C2357
T00293,10/4/2024,Face Wash,Beauty,South,Offline,1,3559.41,3559.41,Cash,C7435
T00294,5/14/2024,Perfume,Beauty,North,Offline,9,1545.55,13909.95,Cash,C1817
T00295,10/16/2024,Jeans,Clothing,North,Online,9,1879.95,16919.55,Net Banking,C2352
T00296,7/19/2024,Cookware Set,Home & Kitchen,South,Online,3,2327.13,6981.39,UPI,C4602
T00297,8/29/2024,Perfume,Beauty,East,Online,9,4717.36,42456.24,Net Banking,C2422
T00298,12/29/2024,Coffee,Groceries,East,Online,6,3738.35,22430.1,Cash,C7604
T00299,5/2/2024,Coffee,Groceries,South,Online,4,4670.49,18681.96,Credit Card,C2863
T00300,8/14/2024,Chair,Home & Kitchen,South,Online,8,630.31,5042.48,Net Banking,C6995
T00301,10/28/2024,Mixer,Home & Kitchen,South,Online,8,3377.3,27018.4,Cash,C3058
T00302,11/25/2024,Conditioner,Beauty,South,Online,5,1364.66,6823.3,Credit Card,C6624
T00303,10/30/2024,Water Bottle,Home & Kitchen,South,Online,4,4602.81,18411.24,Credit Card,C5614
T00304,10/8/2024,Face Wash,Beauty,East,Offline,2,2331.64,4663.28,Net Banking,C3355
T00305,5/20/2024,Coffee,Groceries,North,Online,2,3261.71,6523.42,Credit Card,C1436
T00306,8/11/2024,Face Wash,Beauty,South,Offline,6,2489.92,14939.52,UPI,C5522
T00307,9/22/2024,Smart Watch,Electronics,South,Offline,3,4807.82,14423.46,Credit Card,C9862
T00308,7/31/2024,Tablet,Electronics,South,Offline,10,816.06,8160.6,UPI,C1678
T00309,2/16/2025,Coffee,Groceries,South,Online,3,1326.03,3978.09,Net Banking,C1998
T00310,10/11/2024,Jeans,Clothing,South,Online,3,3947.33,11841.99,Net Banking,C9317
T00311,6/3/2024,Conditioner,Beauty,South,Offline,10,1536.93,15369.3,UPI,C9960
T00312,2/4/2025,Coffee,Groceries,South,Offline,7,144.36,1010.52,UPI,C2644
T00313,10/4/2024,Smart Watch,Electronics,East,Online,4,3533.01,14132.04,Net Banking,C3284
T00314,4/17/2024,Jeans,Clothing,North,Online,4,2581.39,10325.56,Cash,C6179
T00315,2/21/2025,Smartphone,Electronics,South,Offline,9,2675.97,24083.73,Net Banking,C8546
T00316,5/14/2024,Shampoo,Beauty,East,Offline,1,2901.11,2901.11,Credit Card,C4460
T00317,6/16/2024,Lipstick,Beauty,South,Online,7,2580.57,18063.99,Credit Card,C7531
T00318,5/12/2024,Headphones,Electronics,West,Online,2,1732.86,3465.72,Credit Card,C2488
T00319,11/30/2024,Smartphone,Electronics,West,Online,7,1865.65,13059.55,Cash,C2804
T00320,8/7/2024,Eggs,Groceries,South,Offline,3,554.09,1662.27,Cash,C5302
T00321,6/4/2024,Jeans,Clothing,North,Online,5,1405.05,7025.25,UPI,C8856
T00322,11/28/2024,Jacket,Clothing,South,Offline,6,1234.03,7404.18,Cash,C7576
T00323,3/11/2025,Face Wash,Beauty,North,Offline,2,4571.08,9142.16,Credit Card,C6751
T00324,12/16/2024,Perfume,Beauty,North,Offline,1,4664.24,4664.24,Cash,C5125
T00325,4/1/2024,Coffee,Groceries,East,Online,3,3999.57,11998.71,Credit Card,C7337
T00326,5/12/2025,Headphones,Electronics,South,Online,6,4137.52,24825.12,Cash,C7067
T00327,5/22/2024,Headphones,Electronics,East,Offline,7,3982.18,27875.26,Net Banking,C8381
T00328,11/19/2024,Lamp,Home & Kitchen,East,Online,8,4153.96,33231.68,Credit Card,C4806
T00329,4/4/2025,Conditioner,Beauty,North,Online,7,4240.79,29685.53,Cash,C6291
T00330,5/20/2024,Shampoo,Beauty,West,Offline,1,1172.53,1172.53,Cash,C3848
T00331,3/2/2025,Eggs,Groceries,North,Offline,3,3453.75,10361.25,Cash,C3243
T00332,4/14/2025,T-Shirt,Clothing,East,Offline,4,1726.13,6904.52,Credit Card,C2629
T00333,3/9/2025,Laptop,Electronics,North,Offline,10,3355.54,33555.4,Cash,C9794
T00334,9/26/2024,Coffee,Groceries,West,Offline,10,4236.01,42360.1,Net Banking,C6514
T00335,10/13/2024,Smart Watch,Electronics,North,Online,1,2070.89,2070.89,Credit Card,C7155
T00336,12/4/2024,Mixer,Home & Kitchen,West,Offline,8,3956.2,31649.6,UPI,C2591
T00337,11/22/2024,Headphones,Electronics,South,Offline,4,2547.55,10190.2,Cash,C3466
T00338,6/7/2024,Jacket,Clothing,South,Offline,6,4553.33,27319.98,UPI,C3373
T00339,8/1/2024,Smart Watch,Electronics,North,Online,1,2246.23,2246.23,UPI,C6950
T00340,4/16/2025,Shoes,Clothing,East,Online,2,3380.83,6761.66,UPI,C1281
T00341,4/14/2024,Milk,Groceries,South,Offline,4,1603.91,6415.64,UPI,C3265
T00342,10/15/2024,Smart Watch,Electronics,South,Offline,5,2447.06,12235.3,UPI,C6207
T00343,1/21/2024,Conditioner,Beauty,West,Online,4,1574.68,6298.72,Credit Card,C4464
T00344,5/29/2024,Conditioner,Beauty,West,Offline,10,3484.86,34848.6,UPI,C9231
T00345,2/7/2025,Chair,Home & Kitchen,East,Online,1,128.35,128.35,Cash,C7944
T00346,1/23/2024,Rice,Groceries,South,Online,2,602.42,1204.84,UPI,C7962
T00347,3/5/2025,Shampoo,Beauty,East,Offline,6,281.83,1690.98,Credit Card,C2739
T00348,2/19/2025,Headphones,Electronics,West,Online,1,2861.19,2861.19,Credit Card,C3549
T00349,6/2/2024,Hoodie,Clothing,East,Online,10,3325.87,33258.7,Credit Card,C6276
T00350,3/9/2024,Conditioner,Beauty,West,Online,9,4154.65,37391.85,UPI,C8970
T00351,3/12/2025,Conditioner,Beauty,South,Offline,7,1857.07,12999.49,Cash,C3112
T00352,3/20/2024,Smartphone,Electronics,South,Offline,5,1378.96,6894.8,UPI,C8781
T00353,5/29/2024,Coffee,Groceries,West,Online,5,3066.52,15332.6,Cash,C5220
T00354,9/30/2024,Face Wash,Beauty,South,Offline,9,1511.17,13600.53,Cash,C3379
T00355,1/2/2025,Coffee,Groceries,South,Online,3,563.12,1689.36,Net Banking,C9553
T00356,5/12/2025,Shoes,Clothing,East,Offline,9,3021.89,27197.01,UPI,C1698
T00357,3/1/2024,Lipstick,Beauty,South,Online,2,4125.74,8251.48,Credit Card,C9957
T00358,6/15/2024,Bread,Groceries,West,Offline,6,2169.3,13015.8,Net Banking,C6100
T00359,5/2/2025,T-Shirt,Clothing,West,Online,3,1060.69,3182.07,UPI,C5673
T00360,2/17/2025,Coffee,Groceries,West,Online,8,1646.86,13174.88,Cash,C6820
T00361,8/17/2024,Smart Watch,Electronics,East,Offline,7,3212.57,22487.99,Cash,C4530
T00362,1/10/2024,Eggs,Groceries,West,Online,3,3790.44,11371.32,Cash,C3137
T00363,2/23/2025,Hoodie,Clothing,North,Online,4,2282.74,9130.96,Net Banking,C3335
T00364,5/4/2024,Water Bottle,Home & Kitchen,North,Offline,5,1647.99,8239.95,Cash,C3389
T00365,9/4/2024,Tablet,Electronics,North,Offline,7,4942.53,34597.71,UPI,C4659
T00366,3/16/2024,Shoes,Clothing,West,Offline,2,1759.02,3518.04,UPI,C5113
T00367,3/10/2025,Jacket,Clothing,West,Offline,4,4086.18,16344.72,UPI,C4599
T00368,1/20/2024,Face Wash,Beauty,East,Online,1,4375.31,4375.31,UPI,C2991
T00369,8/22/2024,Milk,Groceries,East,Offline,7,1026.31,7184.17,Net Banking,C2143
T00370,7/1/2024,Cookware Set,Home & Kitchen,North,Online,5,3097.14,15485.7,Net Banking,C1914
T00371,10/10/2024,Jacket,Clothing,North,Online,5,4173.64,20868.2,Cash,C8454
T00372,1/10/2024,Headphones,Electronics,North,Online,4,2766.26,11065.04,UPI,C5957
T00373,4/25/2024,Rice,Groceries,South,Online,9,4564.17,41077.53,Net Banking,C7438
T00374,2/13/2025,T-Shirt,Clothing,North,Offline,6,3546.76,21280.56,UPI,C2720
T00375,7/25/2024,Coffee,Groceries,West,Online,7,4822.27,33755.89,Credit Card,C5072
T00376,6/26/2024,Eggs,Groceries,East,Online,7,303.43,2124.01,Net Banking,C9565
T00377,7/2/2024,Smartphone,Electronics,East,Online,7,855.82,5990.74,UPI,C3692
T00378,8/22/2024,Shoes,Clothing,East,Offline,4,3306.13,13224.52,Net Banking,C1814
T00379,5/1/2025,T-Shirt,Clothing,East,Offline,2,658.76,1317.52,Credit Card,C1235
T00380,1/18/2024,Coffee,Groceries,West,Online,4,295.04,1180.16,Credit Card,C5987
T00381,12/9/2024,Milk,Groceries,North,Online,6,1824.44,10946.64,Net Banking,C5192
T00382,9/17/2024,Tablet,Electronics,West,Offline,3,3962.01,11886.03,UPI,C6708
T00383,1/8/2025,Smartphone,Electronics,West,Offline,7,2401.48,16810.36,Credit Card,C1817
T00384,4/25/2024,Conditioner,Beauty,North,Offline,1,1643.41,1643.41,Credit Card,C8227
T00385,3/26/2024,Water Bottle,Home & Kitchen,West,Online,3,4679.86,14039.58,UPI,C8656
T00386,11/28/2024,Water Bottle,Home & Kitchen,East,Offline,10,566.96,5669.6,Credit Card,C8121
T00387,2/4/2025,Coffee,Groceries,South,Online,3,4818.35,14455.05,UPI,C1083
T00388,1/16/2024,Face Wash,Beauty,East,Online,2,2613.76,5227.52,Cash,C6604
T00389,1/17/2024,Chair,Home & Kitchen,East,Offline,3,4748.28,14244.84,Credit Card,C3799
T00390,10/25/2024,Water Bottle,Home & Kitchen,North,Online,7,1191.9,8343.3,Cash,C9988
T00391,3/6/2024,Hoodie,Clothing,West,Offline,7,3946.13,27622.91,Net Banking,C4789
T00392,1/23/2025,Face Wash,Beauty,West,Offline,6,1338.24,8029.44,Net Banking,C7313
T00393,4/1/2024,Laptop,Electronics,South,Offline,1,2658.67,2658.67,Net Banking,C1730
T00394,9/28/2024,Face Wash,Beauty,East,Offline,7,2079.57,14556.99,UPI,C8332
T00395,4/1/2025,Smartphone,Electronics,West,Online,9,1195.48,10759.32,UPI,C4374
T00396,11/26/2024,Headphones,Electronics,East,Offline,9,4995.4,44958.6,Credit Card,C5260
T00397,2/21/2025,Rice,Groceries,West,Offline,10,1598.43,15984.3,Credit Card,C1328
T00398,12/22/2024,Cookware Set,Home & Kitchen,North,Online,1,1344.14,1344.14,Net Banking,C6248
T00399,4/7/2024,Jeans,Clothing,North,Offline,4,690.27,2761.08,Net Banking,C5193
T00400,5/22/2024,Cookware Set,Home & Kitchen,East,Offline,10,3876.75,38767.5,Credit Card,C1827
T00401,7/5/2024,Milk,Groceries,South,Offline,1,1293.34,1293.34,Cash,C8946
T00402,1/23/2024,Eggs,Groceries,North,Online,3,1853.46,5560.38,Net Banking,C4202
T00403,2/18/2025,Lipstick,Beauty,West,Offline,1,3600.06,3600.06,Cash,C8850
T00404,5/20/2024,Lamp,Home & Kitchen,West,Offline,1,2692.86,2692.86,Cash,C9660
T00405,2/11/2025,Jacket,Clothing,West,Offline,2,1137.09,2274.18,UPI,C1728
T00406,10/17/2024,Laptop,Electronics,South,Online,5,2736.05,13680.25,Cash,C9014
T00407,1/30/2025,Lamp,Home & Kitchen,East,Online,5,4404.84,22024.2,Cash,C5368
T00408,3/30/2025,Rice,Groceries,North,Online,9,4483.35,40350.15,Credit Card,C9916
T00409,12/11/2024,Perfume,Beauty,North,Online,10,2903.9,29039,Credit Card,C5478
T00410,1/2/2025,Shampoo,Beauty,West,Offline,6,2664.27,15985.62,Net Banking,C2702
T00411,1/20/2024,Jeans,Clothing,North,Online,6,2095.41,12572.46,Cash,C4345
T00412,1/25/2024,Milk,Groceries,West,Online,7,1933.39,13533.73,UPI,C7506
T00413,8/30/2024,Hoodie,Clothing,South,Offline,10,2920.41,29204.1,Net Banking,C7906
T00414,10/8/2024,Water Bottle,Home & Kitchen,West,Online,1,4479.3,4479.3,Cash,C9565
T00415,2/19/2025,Smartphone,Electronics,North,Online,4,2419.54,9678.16,UPI,C4273
T00416,1/14/2024,Lipstick,Beauty,South,Online,3,919.91,2759.73,UPI,C9721
T00417,6/13/2024,Smart Watch,Electronics,South,Online,9,3170.82,28537.38,Net Banking,C6406
T00418,7/14/2024,Mixer,Home & Kitchen,South,Online,7,482.11,3374.77,Credit Card,C1905
T00419,4/2/2024,Smart Watch,Electronics,East,Offline,2,3201.43,6402.86,Credit Card,C7278
T00420,5/16/2024,Smart Watch,Electronics,North,Online,6,2571.32,15427.92,Cash,C2856
T00421,5/30/2024,Face Wash,Beauty,North,Online,3,2637.59,7912.77,Credit Card,C1112
T00422,8/31/2024,Laptop,Electronics,East,Offline,2,3848.04,7696.08,Net Banking,C5256
T00423,5/17/2024,Smartphone,Electronics,North,Online,5,402.9,2014.5,Net Banking,C2202
T00424,4/2/2024,Bread,Groceries,South,Online,5,4188.31,20941.55,UPI,C4423
T00425,4/21/2025,Smartphone,Electronics,East,Offline,2,4289.02,8578.04,Credit Card,C2895
T00426,11/5/2024,Tablet,Electronics,North,Offline,1,4381.62,4381.62,Net Banking,C1777
T00427,12/5/2024,Mixer,Home & Kitchen,North,Offline,6,1427,8562,Cash,C3661
T00428,10/23/2024,Lamp,Home & Kitchen,South,Online,1,2730.55,2730.55,UPI,C8986
T00429,10/28/2024,Lamp,Home & Kitchen,East,Online,10,2601.76,26017.6,Credit Card,C7582
T00430,1/15/2025,Smartphone,Electronics,North,Online,4,2995.92,11983.68,UPI,C6054
T00431,6/16/2024,Chair,Home & Kitchen,South,Offline,9,1610.1,14490.9,UPI,C4333
T00432,1/31/2025,Jacket,Clothing,North,Online,10,1056.92,10569.2,Credit Card,C9204
T00433,9/9/2024,Face Wash,Beauty,North,Online,3,4331.95,12995.85,Credit Card,C4513
T00434,9/2/2024,Shampoo,Beauty,South,Online,6,2143.31,12859.86,Cash,C4942
T00435,4/27/2025,Jacket,Clothing,East,Offline,6,2551.43,15308.58,Cash,C2534
T00436,2/4/2024,Face Wash,Beauty,North,Offline,5,2656.41,13282.05,Cash,C2775
T00437,11/9/2024,Lipstick,Beauty,East,Online,10,2425.23,24252.3,Credit Card,C8137
T00438,4/7/2025,Rice,Groceries,West,Offline,6,1540.13,9240.78,UPI,C7846
T00439,10/13/2024,Shampoo,Beauty,South,Offline,1,4854.34,4854.34,Cash,C4325
T00440,5/14/2025,Eggs,Groceries,East,Offline,9,717.3,6455.7,UPI,C6962
T00441,8/13/2024,Water Bottle,Home & Kitchen,South,Offline,2,1311.91,2623.82,UPI,C3554
T00442,3/29/2025,Water Bottle,Home & Kitchen,South,Offline,10,698.57,6985.7,Credit Card,C9593
T00443,11/20/2024,Lipstick,Beauty,West,Online,6,1509.72,9058.32,Credit Card,C3128
T00444,7/6/2024,Chair,Home & Kitchen,West,Online,8,3846.38,30771.04,Net Banking,C1589
T00445,11/29/2024,Milk,Groceries,West,Online,7,4923.72,34466.04,Credit Card,C3233
T00446,2/21/2024,Coffee,Groceries,North,Online,6,3576.69,21460.14,Credit Card,C8068
T00447,4/29/2024,Lamp,Home & Kitchen,North,Offline,2,4104.01,8208.02,Net Banking,C6015
T00448,3/28/2024,Water Bottle,Home & Kitchen,North,Offline,9,1163.01,10467.09,Credit Card,C9173
T00449,8/29/2024,Smart Watch,Electronics,South,Online,3,719.02,2157.06,UPI,C2352
T00450,1/1/2024,Bread,Groceries,North,Offline,8,425.39,3403.12,Cash,C8692
T00451,3/30/2024,Bread,Groceries,South,Online,1,2127.33,2127.33,Cash,C6455
T00452,4/20/2024,Shampoo,Beauty,West,Online,8,3854.98,30839.84,Cash,C3658
T00453,8/27/2024,Milk,Groceries,East,Offline,9,4341.47,39073.23,UPI,C2560
T00454,3/25/2025,Face Wash,Beauty,West,Offline,8,4914.29,39314.32,UPI,C9105
T00455,3/16/2025,Lamp,Home & Kitchen,East,Online,7,2923.62,20465.34,Cash,C7983
T00456,7/15/2024,Shampoo,Beauty,West,Offline,9,151.88,1366.92,Cash,C4934
T00457,5/4/2024,Smart Watch,Electronics,South,Offline,6,2033.62,12201.72,Cash,C9575
T00458,12/19/2024,Lamp,Home & Kitchen,East,Online,3,1191.19,3573.57,UPI,C2039
T00459,9/27/2024,Eggs,Groceries,West,Offline,9,3807.73,34269.57,Net Banking,C1343
T00460,3/31/2024,Milk,Groceries,North,Offline,9,2685.39,24168.51,Cash,C3534
T00461,3/6/2025,Chair,Home & Kitchen,East,Offline,8,3116.66,24933.28,Net Banking,C6091
T00462,9/3/2024,Lamp,Home & Kitchen,South,Online,7,563.16,3942.12,UPI,C4969
T00463,3/28/2024,Face Wash,Beauty,North,Online,3,3956.57,11869.71,Cash,C6609
T00464,4/20/2024,Eggs,Groceries,South,Offline,8,3567.5,28540,Credit Card,C4436
T00465,1/16/2025,Perfume,Beauty,South,Online,3,4049.35,12148.05,Cash,C4020
T00466,11/7/2024,Lipstick,Beauty,East,Offline,7,941.25,6588.75,UPI,C9709
T00467,4/3/2024,Headphones,Electronics,South,Offline,7,227.37,1591.59,Net Banking,C6103
T00468,12/21/2024,Smartphone,Electronics,North,Online,2,643.34,1286.68,Cash,C2835
T00469,1/28/2024,T-Shirt,Clothing,North,Online,9,3526.93,31742.37,Cash,C4232
T00470,2/28/2025,Laptop,Electronics,North,Online,7,948.89,6642.23,Credit Card,C4283
T00471,7/23/2024,Jeans,Clothing,South,Online,1,4246.91,4246.91,Cash,C2681
T00472,9/13/2024,Water Bottle,Home & Kitchen,North,Offline,1,4484.71,4484.71,Credit Card,C9406
T00473,6/12/2024,Cookware Set,Home & Kitchen,North,Online,1,1365.93,1365.93,UPI,C7946
T00474,8/27/2024,Shampoo,Beauty,West,Offline,6,4589.16,27534.96,Cash,C7357
T00475,6/9/2024,Smartphone,Electronics,South,Online,10,522.12,5221.2,UPI,C9920
T00476,7/8/2024,Hoodie,Clothing,East,Offline,9,167.6,1508.4,UPI,C3244
T00477,1/5/2025,Shoes,Clothing,North,Offline,8,575.57,4604.56,UPI,C1367
T00478,2/25/2025,T-Shirt,Clothing,South,Offline,2,4643.03,9286.06,Credit Card,C7608
T00479,5/12/2024,Smart Watch,Electronics,South,Offline,4,2365.01,9460.04,UPI,C6818
T00480,2/28/2025,Headphones,Electronics,North,Online,4,952.65,3810.6,UPI,C6886
T00481,9/2/2024,Perfume,Beauty,South,Online,7,4460.67,31224.69,Cash,C6255
T00482,2/12/2024,Eggs,Groceries,West,Online,10,705.94,7059.4,Net Banking,C2793
T00483,3/16/2024,Mixer,Home & Kitchen,West,Offline,1,4675.25,4675.25,Cash,C3226
T00484,5/13/2024,Smartphone,Electronics,South,Offline,4,849.26,3397.04,Cash,C5314
T00485,8/4/2024,Perfume,Beauty,West,Online,10,2758.29,27582.9,Credit Card,C5286
T00486,10/8/2024,Headphones,Electronics,East,Online,5,4246.3,21231.5,Credit Card,C4887
T00487,3/29/2025,Lamp,Home & Kitchen,North,Online,2,4262.81,8525.62,Credit Card,C5607
T00488,6/29/2024,Eggs,Groceries,North,Online,4,2774.39,11097.56,Net Banking,C7238
T00489,1/6/2024,Face Wash,Beauty,West,Online,4,1151.02,4604.08,Credit Card,C5083
T00490,1/2/2024,Lamp,Home & Kitchen,East,Online,5,1599.19,7995.95,Credit Card,C3667
T00491,12/13/2024,Water Bottle,Home & Kitchen,East,Offline,9,367.21,3304.89,Net Banking,C4618
T00492,3/18/2024,Rice,Groceries,South,Offline,9,2952.63,26573.67,Net Banking,C3214
T00493,1/15/2025,Chair,Home & Kitchen,South,Offline,9,4810.22,43291.98,UPI,C9201
T00494,11/25/2024,Jeans,Clothing,South,Offline,9,3103.65,27932.85,Cash,C3743
T00495,5/5/2025,Water Bottle,Home & Kitchen,North,Offline,3,414.38,1243.14,Net Banking,C8315
T00496,1/30/2025,Bread,Groceries,East,Online,10,209.72,2097.2,UPI,C2609
T00497,4/9/2025,Conditioner,Beauty,South,Online,3,681.27,2043.81,UPI,C9492
T00498,10/28/2024,Bread,Groceries,West,Online,7,246.4,1724.8,Credit Card,C1075
T00499,3/6/2024,Smart Watch,Electronics,East,Offline,7,1051.89,7363.23,Net Banking,C4812
T00500,2/25/2024,Shoes,Clothing,South,Online,3,4095.33,12285.99,Credit Card,C6764
T00501,3/5/2024,Jacket,Clothing,East,Online,3,3574.05,10722.15,Credit Card,C5931
T00502,4/10/2025,Shoes,Clothing,South,Offline,9,964.45,8680.05,Net Banking,C2065
T00503,11/23/2024,Laptop,Electronics,North,Online,9,2989.89,26909.01,Net Banking,C1160
T00504,11/3/2024,Tablet,Electronics,South,Online,8,2859.42,22875.36,Cash,C4993
T00505,7/20/2024,Milk,Groceries,North,Online,4,1385.1,5540.4,Credit Card,C9454
T00506,6/7/2024,Coffee,Groceries,North,Online,1,785.14,785.14,Cash,C2066
T00507,4/20/2024,Eggs,Groceries,South,Online,3,621.92,1865.76,Credit Card,C9671
T00508,11/21/2024,Tablet,Electronics,South,Online,7,4092.67,28648.69,Net Banking,C5369
T00509,1/12/2025,Smartphone,Electronics,West,Online,7,2180.61,15264.27,UPI,C1196
T00510,1/3/2024,Smart Watch,Electronics,West,Online,5,639.63,3198.15,Credit Card,C7805
T00511,10/17/2024,Jeans,Clothing,West,Online,6,3041.21,18247.26,UPI,C2160
T00512,8/6/2024,Cookware Set,Home & Kitchen,West,Online,2,4714.24,9428.48,Credit Card,C2703
T00513,8/20/2024,Bread,Groceries,South,Offline,10,3328.69,33286.9,Credit Card,C2627
T00514,6/12/2024,Laptop,Electronics,West,Offline,4,4074.38,16297.52,Net Banking,C3118
T00515,11/6/2024,T-Shirt,Clothing,East,Online,1,2237.7,2237.7,Net Banking,C6074
T00516,4/2/2024,Shampoo,Beauty,East,Offline,6,2831.17,16987.02,UPI,C3701
T00517,7/24/2024,Eggs,Groceries,East,Offline,5,1078.37,5391.85,Cash,C1387
T00518,3/19/2024,Rice,Groceries,West,Offline,1,3086.84,3086.84,Cash,C8847
T00519,9/24/2024,Bread,Groceries,West,Online,3,3350.09,10050.27,UPI,C6626
T00520,11/6/2024,Lipstick,Beauty,West,Offline,7,3945.61,27619.27,Cash,C3715
T00521,7/22/2024,Conditioner,Beauty,West,Offline,10,1248.69,12486.9,UPI,C1354
T00522,5/20/2024,Cookware Set,Home & Kitchen,North,Offline,2,3766.41,7532.82,Net Banking,C8228
T00523,9/16/2024,Perfume,Beauty,North,Offline,1,1968.62,1968.62,UPI,C1272
T00524,3/26/2025,Jeans,Clothing,South,Offline,3,378.28,1134.84,Net Banking,C6560
T00525,12/21/2024,T-Shirt,Clothing,East,Online,2,2244.58,4489.16,UPI,C4926
T00526,10/24/2024,Hoodie,Clothing,North,Offline,9,1399.23,12593.07,Credit Card,C7352
T00527,5/6/2025,Perfume,Beauty,North,Offline,9,3176.83,28591.47,UPI,C8686
T00528,10/28/2024,Mixer,Home & Kitchen,South,Offline,5,1335.05,6675.25,UPI,C1287
T00529,10/29/2024,Tablet,Electronics,North,Online,3,2730.55,8191.65,Credit Card,C5263
T00530,2/4/2025,Cookware Set,Home & Kitchen,North,Online,5,3060.8,15304,Cash,C6481
T00531,4/11/2024,Smartphone,Electronics,North,Offline,10,1623.65,16236.5,Credit Card,C7700
T00532,3/8/2024,Shoes,Clothing,North,Online,3,1456.65,4369.95,Net Banking,C2144
T00533,8/6/2024,Jacket,Clothing,East,Offline,8,4182.26,33458.08,Cash,C8052
T00534,2/17/2025,Shampoo,Beauty,West,Online,3,2297.16,6891.48,Credit Card,C3420
T00535,3/21/2025,Laptop,Electronics,South,Offline,1,2647.08,2647.08,Credit Card,C1024
T00536,12/29/2024,Jeans,Clothing,North,Online,9,3142.01,28278.09,Net Banking,C7559
T00537,4/15/2024,Water Bottle,Home & Kitchen,North,Offline,9,4677.9,42101.1,Cash,C6202
T00538,8/12/2024,Rice,Groceries,North,Online,1,960.17,960.17,Credit Card,C1621
T00539,3/17/2024,Face Wash,Beauty,South,Online,6,2993.63,17961.78,UPI,C3791
T00540,4/14/2025,Mixer,Home & Kitchen,West,Offline,1,4610.78,4610.78,Cash,C6648
T00541,10/3/2024,Chair,Home & Kitchen,West,Offline,8,596.34,4770.72,Credit Card,C8349
T00542,10/1/2024,Smart Watch,Electronics,East,Offline,5,2745.6,13728,Net Banking,C1630
T00543,1/8/2024,Chair,Home & Kitchen,North,Online,1,4887.84,4887.84,Credit Card,C4434
T00544,1/2/2025,Milk,Groceries,West,Offline,9,683.28,6149.52,UPI,C5101
T00545,10/2/2024,Jacket,Clothing,North,Online,3,1096.22,3288.66,Credit Card,C8206
T00546,1/8/2025,Shampoo,Beauty,East,Offline,7,2579.39,18055.73,UPI,C4862
T00547,2/28/2024,Hoodie,Clothing,North,Online,4,4593.67,18374.68,Credit Card,C3246
T00548,5/6/2024,Jeans,Clothing,North,Offline,5,748.65,3743.25,UPI,C6603
T00549,5/6/2025,Lamp,Home & Kitchen,North,Online,3,4338.21,13014.63,UPI,C6260
T00550,3/27/2024,Jeans,Clothing,South,Offline,3,3160.89,9482.67,UPI,C6167
T00551,8/4/2024,Jacket,Clothing,North,Offline,2,3179.86,6359.72,Cash,C5454
T00552,1/20/2024,Coffee,Groceries,East,Online,2,781.12,1562.24,Cash,C3030
T00553,5/12/2024,T-Shirt,Clothing,South,Offline,5,1617.84,8089.2,Net Banking,C9688
T00554,9/15/2024,Shampoo,Beauty,South,Offline,1,4553.14,4553.14,Credit Card,C6063
T00555,2/15/2024,Cookware Set,Home & Kitchen,North,Online,1,1112.86,1112.86,Net Banking,C9479
T00556,6/20/2024,T-Shirt,Clothing,North,Offline,3,4511.79,13535.37,Credit Card,C4024
T00557,10/10/2024,Perfume,Beauty,West,Online,10,744.91,7449.1,Net Banking,C3333
T00558,5/2/2025,Smartphone,Electronics,West,Online,10,3045.26,30452.6,Cash,C1157
T00559,12/9/2024,Smart Watch,Electronics,East,Offline,3,4779.42,14338.26,Cash,C1900
T00560,11/4/2024,Tablet,Electronics,South,Offline,5,3831.33,19156.65,Net Banking,C8944
T00561,4/30/2025,Perfume,Beauty,West,Offline,5,4477.9,22389.5,UPI,C9544
T00562,8/23/2024,Eggs,Groceries,West,Offline,6,4364.21,26185.26,Net Banking,C6143
T00563,12/25/2024,Cookware Set,Home & Kitchen,East,Online,4,2463.23,9852.92,Net Banking,C1838
T00564,4/12/2024,Cookware Set,Home & Kitchen,North,Offline,5,2308.66,11543.3,Credit Card,C7896
T00565,1/3/2025,Conditioner,Beauty,East,Online,4,772.66,3090.64,Cash,C2195
T00566,8/30/2024,Water Bottle,Home & Kitchen,South,Online,4,4979.01,19916.04,UPI,C4881
T00567,10/3/2024,Jacket,Clothing,East,Online,2,1139.19,2278.38,Cash,C8773
T00568,5/2/2025,Smart Watch,Electronics,East,Online,7,1850.58,12954.06,Credit Card,C6634
T00569,9/22/2024,Lipstick,Beauty,East,Offline,6,2230.08,13380.48,Net Banking,C2740
T00570,1/25/2025,Headphones,Electronics,North,Offline,4,3431.91,13727.64,Credit Card,C8136
T00571,7/28/2024,Chair,Home & Kitchen,North,Offline,9,3959.75,35637.75,Credit Card,C8873
T00572,4/7/2025,Mixer,Home & Kitchen,West,Offline,6,1478.65,8871.9,Net Banking,C5665
T00573,10/20/2024,Shoes,Clothing,North,Online,5,2609.33,13046.65,Credit Card,C3208
