Student_ID,Age,Math_Score,Science_Score,English_Score,Hours_Studied,Pass_Fail
STU1733,20,59,59,65,9.1,1
STU1734,21,52,71,69,12.9,1
STU1735,18,67,67,58,15.5,1
STU1736,18,47,52,53,7.9,1
STU1737,16,46,51,44,3.4,0
STU1738,19,68,68,59,15.5,1
STU1739,18,44,48,50,3.5,0
STU1740,21,78,62,66,16.6,1
STU1741,17,79,64,66,17.0,1
STU1742,19,64,63,66,15.0,1
STU1743,18,50,55,56,6.8,1
STU1744,16,63,69,73,12.6,1
STU1745,18,72,66,74,14.8,1
STU1746,19,53,47,47,2.7,0
STU1747,21,78,87,76,20.7,1
STU1748,21,62,65,65,16.1,1
STU1749,20,70,80,77,18.3,1
STU1750,18,33,55,46,5.9,0
STU1751,20,35,40,52,3.5,0
STU1752,20,44,42,57,2.5,0
STU1753,17,65,56,65,11.9,1
STU1754,17,86,82,81,23.1,1
STU1755,17,56,56,59,9.1,1
STU1756,17,76,87,72,21.3,1
STU1757,19,79,71,57,16.3,1
STU1758,15,78,84,74,20.0,1
STU1759,21,62,80,71,15.8,1
STU1760,17,75,61,64,15.5,1
STU1761,19,46,56,48,12.2,1
STU1762,21,59,52,60,10.2,1
STU1763,15,67,51,64,13.9,1
STU1764,17,54,58,50,6.5,1
STU1765,17,69,68,61,16.2,1
STU1766,16,81,69,58,13.1,1
STU1767,15,51,51,62,10.3,1
STU1768,19,47,51,59,7.7,1
STU1769,20,76,87,76,20.1,1
STU1770,18,70,91,75,18.0,1
STU1771,21,71,63,64,14.3,1
STU1772,15,36,55,53,5.9,0
STU1773,20,66,60,49,10.6,1
STU1774,19,71,67,67,16.9,1
STU1775,21,59,52,56,10.6,1
STU1776,18,61,65,64,13.8,1
STU1777,15,39,50,59,6.1,0
STU1778,20,39,41,50,3.8,0
STU1779,20,43,60,57,9.6,1
STU1780,19,83,79,66,19.4,1
STU1781,19,82,81,60,19.4,1
STU1782,20,55,67,65,11.6,1
STU1783,20,78,83,79,21.2,1
STU1784,17,69,70,60,15.5,1
STU1785,18,46,39,51,4.5,0
STU1786,15,83,79,76,23.0,1
STU1787,15,55,47,53,6.0,1
STU1788,15,65,66,68,10.9,1
STU1789,16,82,70,62,15.9,1
STU1790,19,57,57,48,9.6,1
STU1791,18,49,65,51,10.0,1
STU1792,18,68,64,67,12.5,1
STU1793,21,57,52,58,5.6,1
STU1794,21,63,62,65,14.7,1
STU1795,20,72,71,64,17.5,1
STU1796,20,77,83,77,23.1,1
STU1797,18,39,50,54,5.2,0
STU1798,17,49,52,55,6.1,1
STU1799,20,69,64,55,9.1,1
STU1800,18,43,55,50,2.6,0
STU1801,19,40,44,57,4.5,0
STU1802,15,44,45,50,7.3,0
STU1803,15,37,37,55,3.5,0
STU1804,21,69,79,76,18.0,1
STU1805,17,49,44,48,2.4,0
STU1806,15,64,46,61,7.3,1
STU1807,15,46,46,44,5.2,0
STU1808,18,73,82,79,19.0,1
STU1809,20,84,82,82,20.7,1
STU1810,16,68,69,60,16.0,1
STU1811,16,81,87,72,23.6,1
STU1812,18,68,72,68,18.7,1
STU1813,18,83,83,78,24.3,1
STU1814,19,93,67,72,18.9,1
STU1815,20,46,46,53,6.0,0
STU1816,20,58,68,69,12.8,1
STU1817,18,59,63,56,9.1,1
STU1818,18,89,88,82,23.3,1
STU1819,17,62,72,70,15.9,1
STU1820,20,79,63,70,15.5,1
STU1821,17,68,68,66,13.5,1
STU1822,21,44,54,57,5.3,1
STU1823,16,44,51,45,6.1,0
STU1824,16,53,58,56,6.3,1
STU1825,21,70,57,66,16.6,1
STU1826,21,52,57,58,8.1,1
STU1827,17,79,77,67,20.8,1
STU1828,20,67,64,59,11.2,1
STU1829,21,62,63,66,12.9,1
STU1830,18,50,58,54,7.4,1
STU1831,20,89,79,77,22.8,1
STU1832,21,64,71,78,18.5,1
STU1833,19,37,56,53,7.5,0
STU1834,16,83,76,82,23.4,1
STU1835,19,71,69,76,16.6,1
STU1836,15,66,75,71,16.8,1
STU1837,21,57,60,58,12.1,1
STU1838,16,69,66,69,19.1,1
STU1839,20,73,85,69,23.5,1
STU1840,17,81,81,81,21.3,1
STU1841,20,36,47,55,2.8,0
STU1842,20,81,70,65,21.1,1
STU1843,21,54,51,54,7.2,1
STU1844,18,59,63,65,11.0,1
STU1845,16,48,59,56,9.4,1
STU1846,16,61,55,61,7.0,1
STU1847,21,39,46,46,5.9,0
STU1848,17,68,64,68,15.6,1
STU1849,20,91,85,76,24.8,1
STU1850,18,57,59,61,10.4,1
STU1851,17,62,77,65,18.0,1
STU1852,20,89,84,82,22.9,1
STU1853,19,84,86,67,21.3,1
STU1854,15,50,54,49,6.2,1
STU1855,16,65,75,64,17.0,1
STU1856,19,42,43,53,5.9,0
STU1857,20,77,67,70,20.9,1
STU1858,16,74,68,66,18.8,1
STU1859,17,64,66,74,17.6,1
STU1860,19,82,71,76,17.1,1
STU1861,15,84,87,77,24.2,1
STU1862,15,54,64,52,10.3,1
STU1863,16,44,49,59,10.7,1
STU1864,20,64,61,73,15.2,1
STU1865,19,77,69,61,15.7,1
STU1866,20,66,49,58,8.1,1
STU1867,18,48,39,41,6.2,0
STU1868,17,57,62,59,11.3,1
STU1869,20,46,53,44,5.1,0
STU1870,19,65,84,74,19.2,1
STU1871,16,83,70,75,17.5,1
STU1872,15,58,56,63,11.7,1
STU1873,17,66,74,62,13.1,1
STU1874,15,45,42,47,2.1,0
STU1875,19,72,78,75,22.7,1
STU1876,16,69,69,62,14.3,1
STU1877,18,82,70,73,19.1,1
STU1878,18,63,69,70,13.2,1
STU1879,21,58,52,63,10.9,1
STU1880,17,44,60,53,8.5,1
STU1881,15,87,92,79,21.9,1
STU1882,16,60,47,52,6.3,1
STU1883,16,84,83,79,23.4,1
STU1884,17,51,65,65,11.8,1
STU1885,15,45,42,45,3.2,0
STU1886,18,55,65,62,10.4,1
STU1887,21,70,63,69,15.5,1
STU1888,15,83,58,67,15.5,1
STU1889,20,70,60,60,12.9,1
STU1890,21,91,73,82,21.6,1
STU1891,15,47,51,52,5.8,1
STU1892,19,77,73,64,19.9,1
STU1893,21,65,63,60,13.8,1
STU1894,19,38,56,61,7.5,0
STU1895,15,78,66,66,16.9,1
STU1896,15,70,71,75,14.4,1
STU1897,20,63,67,75,15.9,1
STU1898,18,35,36,48,5.6,0
STU1899,16,71,76,76,20.8,1
STU1900,16,44,55,49,3.7,0
STU1901,21,45,46,45,2.3,0
STU1902,16,48,40,50,3.3,0
STU1903,16,35,41,52,2.0,0
STU1904,20,75,87,75,20.9,1
STU1905,15,86,83,78,22.6,1
STU1906,20,76,79,69,17.8,1
STU1907,17,83,68,71,20.6,1
STU1908,20,71,81,71,20.3,1
STU1909,21,55,64,64,10.9,1
STU1910,21,95,86,78,23.7,1
STU1911,16,60,63,67,10.8,1
STU1912,16,54,66,53,10.3,1
STU1913,21,64,79,81,21.6,1
STU1914,20,46,49,47,4.4,0
STU1915,16,47,42,58,3.8,0
STU1916,20,86,83,79,23.8,1
STU1917,16,52,52,48,2.2,1
STU1918,18,83,88,71,23.4,1
STU1919,21,81,82,67,19.2,1
STU1920,21,50,59,54,10.8,1
STU1921,21,74,81,78,21.5,1
STU1922,17,45,52,61,6.3,1
STU1923,15,52,56,65,9.2,1
STU1924,16,66,77,73,18.2,1
STU1925,19,77,80,70,20.3,1
STU1926,20,76,82,74,17.0,1
STU1927,21,61,48,53,9.9,1
STU1928,21,78,81,69,17.7,1
STU1929,17,43,45,56,5.7,0
STU1930,18,94,96,77,24.5,1
STU1931,18,72,88,78,21.7,1
STU1932,17,95,82,70,22.2,1
STU1933,19,51,60,59,11.2,1
STU1934,21,66,61,66,12.7,1
STU1935,17,73,59,65,12.5,1
STU1936,21,56,53,58,10.3,1
STU1937,20,61,68,45,12.4,1
STU1938,17,44,50,43,5.8,0
STU1939,17,90,89,67,23.0,1
STU1940,19,74,64,66,16.2,1
STU1941,15,93,87,82,24.7,1
STU1942,20,60,67,70,14.6,1
STU1943,18,49,61,61,11.5,1
STU1944,18,72,59,73,10.8,1
STU1945,21,52,49,51,4.3,1
STU1946,20,52,55,52,8.7,1
STU1947,15,63,71,63,10.1,1
STU1948,17,79,80,79,20.0,1
STU1949,20,79,77,58,15.8,1
STU1950,20,58,50,58,6.0,1
STU1951,20,63,63,58,15.3,1
STU1952,19,77,86,76,23.2,1
STU1953,17,51,64,52,6.3,1
STU1954,15,57,48,57,8.3,1
STU1955,17,48,60,55,8.0,1
STU1956,16,71,66,70,17.8,1
STU1957,17,89,87,71,24.9,1
STU1958,16,34,48,51,7.0,0
STU1959,20,57,67,64,14.7,1
STU1960,16,64,59,50,6.6,1
STU1961,20,72,78,66,13.2,1
STU1962,18,32,58,50,6.6,0
STU1963,19,79,75,78,21.0,1
STU1964,15,48,59,48,6.9,1
STU1965,17,86,85,72,22.7,1
STU1966,19,98,87,81,23.8,1
STU1967,21,54,56,53,9.4,1
STU1968,18,59,43,55,7.4,1
STU1969,15,46,51,50,3.6,0
STU1970,19,41,59,46,3.1,0
STU1971,20,68,88,79,22.8,1
STU1972,17,37,51,46,3.7,0
STU1973,18,43,54,61,4.8,1
STU1974,20,46,42,48,4.8,0
STU1975,17,64,67,80,18.4,1
STU1976,15,84,79,80,24.4,1
STU1977,21,94,89,76,23.7,1
STU1978,19,69,63,51,13.8,1
STU1979,20,43,47,50,4.3,0
STU1980,17,51,55,51,8.1,1
STU1981,15,22,42,45,3.1,0
STU1982,19,61,58,57,13.4,1
STU1983,20,58,72,60,11.3,1
STU1984,16,50,61,59,10.0,1
STU1985,18,90,65,67,19.0,1
STU1986,18,35,47,50,5.3,0
STU1987,20,68,76,78,19.5,1
STU1988,15,89,75,69,20.8,1
STU1989,20,56,59,54,9.7,1
STU1990,21,69,46,60,10.1,1
STU1991,18,44,44,47,2.7,0
STU1992,17,69,82,89,22.2,1
STU1993,18,76,62,77,15.6,1
STU1994,15,44,67,69,12.0,1
STU1995,20,51,45,46,5.4,0
STU1996,15,73,72,71,20.4,1
STU1997,15,48,56,37,3.1,0
STU1998,18,62,69,74,15.5,1
STU1999,18,72,55,57,11.2,1
STU2000,16,43,59,48,8.9,1
STU2001,18,45,48,48,4.2,0
STU2002,18,59,76,58,11.7,1
STU2003,19,93,80,67,22.9,1
STU2004,18,88,88,72,20.6,1
STU2005,17,84,59,66,15.0,1
STU2006,20,49,64,51,6.7,1
STU2007,15,81,87,71,20.5,1
STU2008,15,80,73,81,21.2,1
STU2009,21,68,66,70,16.1,1
STU2010,19,78,69,79,19.1,1
STU2011,20,46,53,52,8.3,1
STU2012,15,84,69,65,15.0,1
STU2013,17,31,48,55,2.2,0
STU2014,19,45,49,58,3.4,1
STU2015,17,74,79,76,20.1,1
STU2016,20,59,73,66,14.1,1
STU2017,15,44,48,51,2.7,0
STU2018,16,100,91,69,24.6,1
STU2019,15,46,42,42,2.9,0
STU2020,16,90,82,77,24.7,1
STU2021,16,63,67,57,12.0,1
STU2022,20,71,73,65,16.8,1
STU2023,19,88,91,75,21.6,1
STU2024,19,48,58,62,8.9,1
STU2025,20,62,54,54,10.2,1
STU2026,19,63,67,60,13.5,1
STU2027,17,62,66,72,17.0,1
STU2028,21,79,75,61,17.3,1
STU2029,16,53,54,68,8.2,1
STU2030,19,65,60,65,16.0,1
STU2031,16,60,56,68,11.9,1
STU2032,16,63,55,64,9.9,1
STU2033,15,84,79,81,24.8,1
STU2034,17,42,51,56,5.0,0
STU2035,20,56,65,66,18.9,1
STU2036,19,79,76,61,22.5,1
STU2037,18,49,59,50,8.4,1
STU2038,16,35,39,47,2.8,0
STU2039,18,52,53,60,10.8,1
STU2040,15,89,88,79,22.9,1
STU2041,15,63,55,60,9.8,1
STU2042,15,68,77,59,14.7,1
STU2043,17,37,44,52,4.0,0
STU2044,20,60,47,64,7.8,1
STU2045,21,47,41,52,6.1,0
STU2046,16,61,70,67,11.4,1
STU2047,17,66,67,79,19.6,1
STU2048,15,76,61,58,14.7,1
STU2049,15,60,58,62,13.8,1
STU2050,17,36,47,54,5.3,0
STU2051,17,78,76,68,16.3,1
STU2052,16,61,65,60,10.7,1
STU2053,19,83,79,67,20.4,1
STU2054,16,51,44,57,9.6,1
STU2055,19,79,67,62,13.6,1
STU2056,21,96,91,83,24.7,1
STU2057,15,46,42,57,3.9,0
STU2058,20,33,48,50,4.3,0
STU2059,20,70,70,68,14.8,1
STU2060,18,91,80,83,22.9,1
STU2061,20,79,79,71,19.6,1
STU2062,19,57,55,57,8.4,1
STU2063,19,80,78,69,21.4,1
STU2064,19,80,77,75,22.2,1
STU2065,16,56,58,65,8.6,1
STU2066,20,53,71,56,12.2,1
STU2067,17,83,75,79,20.5,1
STU2068,15,63,79,79,18.3,1
STU2069,20,34,42,59,2.8,0
STU2070,17,47,50,47,5.0,0
STU2071,18,63,66,63,14.8,1
STU2072,20,65,70,58,10.0,1
STU2073,19,57,63,65,10.2,1
STU2074,20,63,61,69,11.8,1
STU2075,20,46,50,53,7.4,0
STU2076,18,42,47,49,8.0,0
STU2077,16,63,70,67,15.2,1
STU2078,20,33,42,50,2.5,0
STU2079,15,63,58,68,13.9,1
STU2080,21,44,51,57,5.7,1
STU2081,19,59,58,63,11.2,1
STU2082,17,83,70,64,19.2,1
STU2083,20,76,85,60,19.5,1
STU2084,21,65,64,60,11.0,1
STU2085,20,66,64,63,15.3,1
STU2086,20,66,64,60,14.3,1
STU2087,15,54,62,52,11.1,1
STU2088,15,44,38,50,4.2,0
STU2089,19,67,73,76,19.5,1
STU2090,21,48,50,43,2.1,0
STU2091,17,62,73,68,12.6,1
STU2092,15,62,63,52,10.6,1
STU2093,16,71,77,72,16.4,1
STU2094,17,66,62,60,16.1,1
STU2095,20,60,55,63,10.5,1
STU2096,17,68,51,61,11.6,1
STU2097,15,72,83,64,16.4,1
STU2098,21,65,64,55,11.8,1
STU2099,15,72,79,64,18.8,1
STU2100,19,85,66,76,15.9,1
STU2101,16,54,51,55,5.8,1
STU2102,19,72,86,64,19.5,1
STU2103,17,80,74,64,14.2,1
STU2104,20,59,46,59,4.8,1
STU2105,16,43,51,60,10.8,1
STU2106,17,56,51,60,9.6,1
STU2107,20,72,75,74,18.2,1
STU2108,19,71,57,71,16.5,1
STU2109,18,73,83,78,21.2,1
STU2110,21,50,45,62,6.5,1
STU2111,17,74,76,64,13.9,1
STU2112,15,52,60,58,6.0,1
STU2113,19,52,63,58,10.1,1
STU2114,15,41,53,55,6.2,0
STU2115,20,79,94,75,23.7,1
STU2116,17,42,48,57,6.1,0
STU2117,17,51,52,61,8.0,1
STU2118,21,77,71,70,16.5,1
STU2119,21,70,77,69,17.7,1
STU2120,16,65,55,61,12.8,1
STU2121,19,82,68,71,22.7,1
STU2122,17,67,77,69,16.9,1
STU2123,18,52,66,62,12.9,1
STU2124,16,87,73,78,19.6,1
STU2125,15,42,54,57,5.8,1
STU2126,19,70,68,76,19.3,1
STU2127,16,65,59,60,12.6,1
STU2128,16,80,73,68,17.7,1
STU2129,20,49,52,60,6.9,1
STU2130,17,82,76,72,19.6,1
STU2131,19,46,40,48,2.6,0
STU2132,19,91,72,67,19.3,1
STU2133,17,54,54,59,10.8,1
STU2134,18,45,45,55,6.1,0
STU2135,21,34,42,45,2.3,0
STU2136,18,51,65,61,11.7,1
STU2137,20,57,58,60,9.7,1
STU2138,17,90,85,83,23.8,1
STU2139,18,44,43,59,8.5,0
STU2140,17,69,71,67,17.5,1
STU2141,15,54,61,61,10.2,1
STU2142,21,86,81,80,22.8,1
STU2143,21,89,75,75,22.3,1
STU2144,16,70,70,66,15.1,1
STU2145,18,56,55,55,8.3,1
STU2146,17,52,54,51,8.3,1
STU2147,20,53,50,64,9.3,1
STU2148,20,70,70,58,15.7,1
STU2149,16,66,70,65,12.6,1
STU2150,17,49,39,49,3.9,0
STU2151,16,64,72,59,16.4,1
STU2152,21,43,43,52,4.8,0
STU2153,16,62,60,64,11.6,1
STU2154,19,60,70,70,14.2,1
STU2155,15,62,63,71,14.3,1
STU2156,20,32,45,49,2.7,0
STU2157,15,48,57,53,9.5,1
STU2158,21,76,76,59,17.0,1
STU2159,16,66,63,62,12.9,1
STU2160,16,88,87,70,24.4,1
STU2161,15,80,76,67,19.2,1
STU2162,17,85,86,78,22.3,1
STU2163,18,76,74,66,18.5,1
STU2164,21,81,65,62,15.3,1
STU2165,18,36,52,51,6.8,0
STU2166,18,55,50,60,9.6,1
STU2167,17,75,84,71,23.7,1
STU2168,20,55,46,59,5.0,1
STU2169,16,58,66,62,15.4,1
STU2170,16,69,52,76,15.5,1
STU2171,18,56,48,44,6.0,0
STU2172,21,38,51,50,4.8,0
STU2173,20,42,49,51,4.3,0
STU2174,17,85,81,65,20.3,1
STU2175,20,81,73,75,21.1,1
STU2176,19,74,81,67,22.3,1
STU2177,19,66,67,65,13.2,1
STU2178,16,55,60,58,9.6,1
STU2179,20,63,68,73,14.9,1
STU2180,16,57,46,56,6.1,1
STU2181,15,70,73,67,19.5,1
STU2182,19,53,47,51,6.8,1
STU2183,20,56,54,59,5.6,1
STU2184,21,79,93,72,21.2,1
STU2185,19,55,53,51,11.1,1
STU2186,17,71,77,84,21.1,1
STU2187,19,60,65,55,13.6,1
STU2188,15,82,74,72,20.0,1
STU2189,18,50,54,48,5.1,1
STU2190,17,69,64,69,15.2,1
STU2191,21,57,51,52,8.7,1
STU2192,18,50,62,66,10.3,1
STU2193,19,50,77,61,12.1,1
STU2194,20,43,39,56,3.5,0
STU2195,18,75,66,68,16.0,1
STU2196,20,65,75,61,15.2,1
STU2197,18,34,41,50,2.4,0
STU2198,18,78,68,66,17.0,1
STU2199,19,80,67,64,15.8,1
STU2200,17,46,57,53,5.8,1
STU2201,19,49,48,54,4.8,1
STU2202,16,39,52,52,6.8,0
STU2203,21,42,50,55,4.3,0
STU2204,21,52,54,58,11.0,1
STU2205,16,40,40,48,6.1,0
STU2206,21,51,43,48,5.6,0
STU2207,21,42,39,53,8.1,0
STU2208,19,40,46,52,5.9,0
STU2209,19,68,59,55,12.1,1
STU2210,21,77,77,69,21.6,1
STU2211,19,40,50,51,4.4,0
STU2212,17,70,80,77,19.5,1
STU2213,15,89,74,65,20.3,1
STU2214,21,65,60,52,9.9,1
STU2215,19,70,63,51,12.1,1
STU2216,21,73,64,59,14.6,1
STU2217,20,41,39,47,2.6,0
STU2218,15,88,94,68,24.2,1
STU2219,19,71,68,75,15.8,1
STU2220,17,53,55,60,5.7,1
STU2221,18,90,88,76,21.7,1
STU2222,20,69,84,57,16.1,1
STU2223,20,61,60,58,11.6,1
STU2224,19,79,92,76,23.7,1
STU2225,20,64,77,68,15.8,1
STU2226,21,82,91,76,22.9,1
STU2227,20,89,70,71,17.9,1
STU2228,21,82,80,86,21.5,1
STU2229,17,65,67,68,16.7,1
STU2230,16,71,79,70,15.6,1
STU2231,18,83,80,69,16.0,1
STU2232,19,55,54,68,11.7,1
STU2233,19,35,49,53,2.9,0
STU2234,16,58,30,44,2.6,0
STU2235,15,62,61,61,9.5,1
STU2236,20,53,63,61,9.4,1
STU2237,21,85,83,83,24.2,1
STU2238,16,56,53,64,8.1,1
STU2239,20,66,63,77,16.8,1
STU2240,16,76,80,71,18.5,1
STU2241,16,49,65,61,12.2,1
STU2242,16,42,61,54,7.6,1
STU2243,19,41,49,59,6.4,0
STU2244,17,70,71,65,18.3,1
STU2245,16,49,43,54,4.2,0
STU2246,17,68,70,60,15.2,1
STU2247,21,66,81,67,18.2,1
STU2248,16,83,88,76,24.7,1
STU2249,19,78,87,81,23.8,1
STU2250,15,77,75,69,19.8,1
STU2251,20,55,55,54,10.9,1
STU2252,20,57,59,58,11.9,1
STU2253,15,62,57,67,9.8,1
STU2254,15,44,59,60,9.5,1
STU2255,19,35,63,60,7.0,0
STU2256,20,88,86,91,21.5,1
STU2257,21,92,81,72,23.6,1
STU2258,15,75,63,56,13.4,1
STU2259,17,51,64,64,7.7,1
STU2260,21,71,82,75,21.3,1
STU2261,19,74,64,67,14.0,1
STU2262,20,60,64,71,11.8,1
STU2263,20,47,52,45,3.3,0
STU2264,15,58,67,61,14.3,1
STU2265,16,47,44,52,4.3,0
STU2266,18,55,47,66,6.7,1
STU2267,18,95,72,74,17.6,1
STU2268,21,92,85,73,22.7,1
STU2269,18,48,44,52,5.0,0
STU2270,20,49,49,64,7.9,1
STU2271,18,49,52,47,6.6,0
STU2272,15,82,79,64,19.5,1
STU2273,15,74,82,66,17.2,1
STU2274,18,52,47,46,6.6,0
STU2275,18,36,46,42,2.6,0
STU2276,17,46,47,48,3.3,0
STU2277,15,65,78,70,17.7,1
STU2278,21,78,81,81,22.9,1
STU2279,17,92,94,83,24.5,1
STU2280,17,70,75,67,16.7,1
STU2281,19,84,72,74,21.6,1
STU2282,18,57,56,55,12.7,1
STU2283,19,62,64,55,6.5,1
STU2284,18,54,59,55,10.6,1
STU2285,21,82,66,65,22.0,1
STU2286,15,70,65,70,18.0,1
STU2287,18,72,66,74,15.2,1
STU2288,18,68,66,62,9.3,1
STU2289,17,44,58,62,6.7,1
STU2290,21,59,53,58,12.3,1
STU2291,19,62,64,64,11.4,1
STU2292,15,65,75,67,17.3,1
STU2293,16,75,78,64,19.6,1
STU2294,20,61,67,60,15.0,1
STU2295,21,49,46,54,3.9,0
STU2296,17,86,91,77,24.6,1
STU2297,21,75,73,64,17.1,1
STU2298,18,47,36,47,2.8,0
STU2299,17,76,77,70,18.5,1
STU2300,21,50,50,59,5.0,1
STU2301,17,85,91,73,22.0,1
STU2302,21,74,78,71,17.3,1
STU2303,18,72,78,74,20.2,1
STU2304,17,84,74,72,18.8,1
STU2305,15,68,65,72,18.2,1
STU2306,19,67,69,70,16.7,1
STU2307,16,34,52,57,3.5,0
STU2308,15,91,91,88,24.5,1
STU2309,20,79,80,78,21.3,1
STU2310,20,50,49,49,6.4,0
STU2311,21,78,84,81,23.7,1
STU2312,15,89,86,73,22.1,1
STU2313,21,63,69,67,17.2,1
STU2314,17,49,49,55,6.5,1
STU2315,18,79,84,82,23.8,1
STU2316,15,90,80,80,24.0,1
STU2317,19,67,62,56,8.5,1
STU2318,16,100,92,75,23.7,1
STU2319,21,51,53,59,9.6,1
STU2320,21,58,38,54,7.7,0
STU2321,17,43,43,61,3.9,0
STU2322,17,68,74,64,18.4,1
STU2323,19,57,67,71,13.1,1
STU2324,19,67,78,67,15.9,1
STU2325,18,57,65,58,11.7,1
STU2326,16,60,62,69,12.3,1
STU2327,16,74,75,64,18.2,1
STU2328,19,39,36,54,2.6,0
STU2329,17,75,72,56,15.0,1
STU2330,17,52,58,59,9.8,1
STU2331,18,75,70,74,18.0,1
STU2332,18,37,45,55,3.0,0
STU2333,15,69,60,64,13.7,1
STU2334,15,53,64,70,15.4,1
STU2335,20,66,64,70,16.3,1
STU2336,16,52,61,58,9.5,1
STU2337,16,43,54,59,4.6,1
STU2338,17,100,85,79,21.2,1
STU2339,17,48,46,55,7.0,0
STU2340,20,74,89,72,21.7,1
STU2341,19,80,89,73,24.1,1
STU2342,17,85,85,72,19.7,1
STU2343,15,71,78,67,18.7,1
STU2344,18,40,45,46,2.7,0
STU2345,18,41,63,58,6.7,1
STU2346,19,87,81,77,23.9,1
STU2347,16,59,62,60,10.6,1
STU2348,17,65,89,67,19.6,1
STU2349,16,53,58,61,9.7,1
STU2350,19,64,72,69,16.6,1
STU2351,19,67,76,74,17.3,1
STU2352,18,70,64,67,14.0,1
STU2353,20,58,81,73,16.8,1
STU2354,15,65,71,67,18.0,1
STU2355,21,71,85,70,19.8,1
STU2356,20,66,64,76,15.7,1
STU2357,19,41,43,61,3.0,0
STU2358,18,83,84,78,19.3,1
STU2359,18,71,71,79,19.5,1
STU2360,15,66,54,66,12.5,1
STU2361,18,49,49,50,4.2,0
STU2362,16,66,52,66,12.7,1
STU2363,18,48,54,52,8.7,1
STU2364,15,67,55,58,10.9,1
STU2365,21,79,71,78,17.7,1
STU2366,18,70,62,63,13.4,1
STU2367,18,66,65,58,14.8,1
STU2368,20,53,53,54,6.5,1
STU2369,15,46,41,55,7.3,0
STU2370,21,50,49,46,5.2,0
STU2371,20,85,48,69,16.4,1
STU2372,20,53,51,65,10.3,1
STU2373,19,76,80,83,21.2,1
STU2374,16,58,69,71,15.8,1
STU2375,20,37,35,60,2.9,0
STU2376,21,87,97,80,23.8,1
STU2377,19,40,51,60,5.2,1
STU2378,16,56,46,58,9.2,1
STU2379,17,72,75,75,15.7,1
STU2380,16,70,64,70,17.8,1
STU2381,20,72,78,58,18.6,1
STU2382,21,58,59,64,13.4,1
STU2383,19,35,47,46,3.7,0
STU2384,19,62,71,65,15.4,1
STU2385,16,35,53,49,4.8,0
STU2386,16,71,74,60,16.2,1
STU2387,17,74,78,68,19.5,1
STU2388,18,50,49,50,7.1,0
STU2389,17,60,68,61,12.0,1
STU2390,18,86,84,80,21.6,1
STU2391,15,73,67,68,13.5,1
STU2392,20,67,69,62,17.7,1
STU2393,16,63,61,60,10.7,1
STU2394,15,57,60,66,13.3,1
STU2395,21,40,46,56,6.5,0
STU2396,19,84,59,66,18.0,1
STU2397,19,54,50,52,3.5,1
STU2398,18,93,88,80,23.7,1
STU2399,15,60,62,55,8.2,1
STU2400,19,86,84,74,23.4,1
STU2401,21,62,69,73,16.0,1
STU2402,16,75,69,70,16.7,1
STU2403,19,84,78,76,18.7,1
STU2404,21,83,74,71,19.2,1
STU2405,16,41,37,52,3.7,0
STU2406,21,85,73,64,16.7,1
STU2407,18,63,57,65,11.2,1
STU2408,16,91,74,73,22.6,1
STU2409,18,29,47,44,3.8,0
STU2410,17,71,78,70,23.2,1
STU2411,21,67,63,73,16.1,1
STU2412,21,76,65,60,13.2,1
STU2413,18,78,79,72,18.8,1
STU2414,16,33,40,42,3.0,0
STU2415,17,100,76,69,24.8,1
STU2416,21,78,77,77,22.7,1
STU2417,21,76,84,70,18.5,1
STU2418,19,41,61,63,8.9,1
STU2419,21,85,82,71,20.0,1
STU2420,19,52,51,64,9.6,1
STU2421,21,58,58,60,11.9,1
STU2422,18,75,76,72,21.5,1
STU2423,15,37,58,50,4.3,0
STU2424,17,84,91,80,24.6,1
STU2425,17,60,52,60,9.6,1
STU2426,19,44,44,50,3.6,0
STU2427,16,80,78,70,17.8,1
STU2428,20,66,81,72,20.7,1
STU2429,15,44,39,57,3.8,0
STU2430,19,51,60,49,7.5,1
STU2431,18,69,70,63,17.1,1
STU2432,18,68,70,67,17.1,1
STU2433,21,66,73,62,15.0,1
STU2434,20,52,57,56,10.3,1
STU2435,20,78,75,70,17.1,1
STU2436,20,77,79,71,20.4,1
STU2437,20,86,95,75,24.2,1
STU2438,20,93,82,80,21.6,1
STU2439,19,98,97,80,23.6,1
STU2440,19,52,47,51,6.9,1
STU2441,16,38,39,50,2.3,0
STU2442,17,62,69,65,17.5,1
STU2443,19,85,68,71,16.7,1
STU2444,19,84,65,70,19.6,1
STU2445,21,44,43,56,4.1,0
STU2446,18,94,84,82,24.8,1
STU2447,19,77,80,75,19.8,1
STU2448,20,72,53,52,7.2,1
STU2449,16,85,85,71,22.7,1
STU2450,15,98,86,72,24.3,1
STU2451,19,71,72,75,18.7,1
STU2452,21,27,45,54,4.5,0
STU2453,15,81,93,78,24.6,1
STU2454,17,75,79,65,19.7,1
STU2455,21,68,70,65,14.5,1
STU2456,18,74,74,72,19.3,1
STU2457,18,47,40,45,3.0,0
STU2458,16,78,73,60,16.9,1
STU2459,16,88,71,84,19.0,1
STU2460,19,83,79,65,20.3,1
STU2461,16,78,88,75,21.0,1
STU2462,19,74,84,82,21.7,1
STU2463,16,82,84,77,19.2,1
STU2464,20,50,40,53,2.9,0
STU2465,21,73,73,71,18.0,1
STU2466,17,52,61,51,9.5,1
